state,abbr,district,headquarters,population,area,density,url
MP,WN,Khargone (West Nimar),Khargone,1872413,8010,233,http://khargone.nic.in/
MP,ML,Mandla,Mandla,1053522,5805,182,http://mandla.nic.in/
MP,MS,Mandsaur,Mandsaur,1339832,5530,242,http://mandsaur.nic.in/
MP,MO,Morena,Morena,1965137,4991,394,http://morena.nic.in/
MP,NA,Narsinghpur,Narsinghpur,1092141,5133,213,http://narsinghpur.nic.in/
MP,NE,Neemuch,Neemuch,825958,4267,194,http://neemuch.nic.in/
MP,PA,Panna,Panna,1016028,7135,142,http://panna.nic.in/
MP,RS,Raisen,Raisen,1331699,8466,157,http://raisen.nic.in/
MP,RG,Rajgarh,Rajgarh,1546541,6143,251,http://rajgarh.nic.in/
MP,RL,Ratlam,Ratlam,1454483,4861,299,http://ratlam.nic.in/
MP,RE,Rewa,Rewa,2363744,6314,374,http://rewa.nic.in/
MP,SG,Sagar,Sagar,2378295,10252,272,http://sagar.nic.in/
MP,ST,Satna,Satna,2228619,7502,297,http://satna.nic.in/
MP,SR,Sehore,Sehore,1311008,6578,199,http://sehore.nic.in/
MP,SO,Seoni,Seoni,1378876,8758,157,http://seoni.nic.in/
MP,SH,Shahdol,Shahdol,1064989,6205,172,http://shahdol.nic.in/
MP,SJ,Shajapur,Shajapur,1512353,6196,244,http://shajapur.nic.in/
MP,SP,Sheopur,Sheopur,687952,6585,104,http://sheopur.nic.in/
MP,SV,Shivpuri,Shivpuri,1725818,10290,168,http://shivpuri.nic.in/
MP,SI,Sidhi,Sidhi,1126515,10520,232,http://sidhi.nic.in/
MP,SN,Singrauli,Waidhan,1178132,5672,208,http://singrauli.nic.in/
MP,TI,Tikamgarh,Tikamgarh,1444920,5055,286,http://tikamgarh.nic.in/
MP,UJ,Ujjain,Ujjain,1986864,6091,356,http://ujjain.nic.in/
MP,UM,Umaria,Umaria,643579,4062,158,http://umaria.nic.in/
MP,VI,Vidisha,Vidisha,1458212,7362,198,http://vidisha.nic.in/
MH,AH,Ahmednagar,Ahmednagar,4543083,17048,266,http://ahmednagar.gov.in/
MH,AK,Akola,Akola,1818617,5429,321,http://akola.nic.in/
MH,AM,Amravati,Amravati,2887826,12235,237,http://amravati.nic.in/
MH,AU,Aurangabad,Aurangabad,3695928,10107,365,http://aurangabad.nic.in/
MH,BI,Beed,Beed,2585962,10693,242,http://beed.nic.in/
MH,BH,Bhandara,Bhandara,1198810,3890,293,http://bhandara.gov.in/
MH,BU,Buldhana,Buldhana,2588039,9661,268,http://buldhana.nic.in/
MH,CH,Chandrapur,Chandrapur,2194262,11443,192,http://chanda.nic.in/
MH,DH,Dhule,Dhule,2048781,8095,285,http://dhule.gov.in/
MH,GA,Gadchiroli,Gadchiroli,1071795,14412,74,http://gadchiroli.nic.in/
MH,GO,Gondia,Gondia,1322331,5431,253,http://gondia.gov.in/
MH,HI,Hingoli,Hingoli,1178973,4526,244,http://hingoli.gov.in/
MH,JG,Jalgaon,Jalgaon,4224442,11765,359,http://jalgaon.nic.in/
MH,JN,Jalna,Jalna,1958483,7718,255,http://jalna.nic.in/
MH,KO,Kolhapur,Kolhapur,3874015,7685,504,http://kolhapur.nic.in/
MH,LA,Latur,Latur,2455543,7157,343,http://latur.nic.in/
MH,MC,Mumbai City, —,3145966,69,20038,http://mumbaicity.gov.in/
MH,MU,Mumbai suburban,Bandra (East),9332481,369,20925,http://mumbaisuburban.gov.in/
MH,ND,Nanded,Nanded,3356566,10528,319,http://nanded.nic.in/
MH,NB,Nandurbar,Nandurbar,1646177,5055,276,http://nandurbar.nic.in/
MH,NG,Nagpur,Nagpur,4653171,9892,470,http://nagpur.nic.in/
MH,NS,Nashik,Nashik,6109052,15539,393,http://nashik.nic.in/
MH,OS,Osmanabad,Osmanabad,1660311,7569,219,http://osmanabad.nic.in/
MH,PL,Palghar,Palghar,,,,
MH,PA,Parbhani,Parbhani,1835982,6511,295,http://parbhani.gov.in/
MH,PU,Pune,Pune,9426959,15643,603,http://pune.gov.in/
MH,RG,Raigad,Alibag,2635394,7152,368,http://raigad.nic.in/
MH,RT,Ratnagiri,Ratnagiri,1612672,8208,196,http://ratnagiri.gov.in/
MH,SN,Sangli,Sangli,2820575,8572,329,http://sangli.gov.in/
MH,ST,Satara,Satara,3003922,10475,287,http://satara.gov.in/
MH,SI,Sindhudurg,Oros,848868,5207,163,http://sindhudurg.gov.in/
MH,SO,Solapur,Solapur,4315527,14895,290,http://solapur.gov.in/
MH,TH,Thane,Thane,11060148,9558,1157,http://thane.gov.in/
MH,WR,Wardha,Wardha,1296157,6309,205,http://wardha.gov.in/
MH,WS,Washim,Washim,1196714,5155,244,http://washim.gov.in/
MH,YA,Yavatmal,Yavatmal,2775457,13582,204,http://yavatmal.nic.in/
MN,BI,Bishnupur,Bishnupur,240363,496,415,http://bishnupur.nic.in/
MN,TH,Thoubal,Thoubal,420517,514,713,http://thoubal.nic.in/
MN,EI,Imphal East,Porompat,452661,710,555,http://imphaleast.nic.in/
MN,WI,Imphal West,Lamphelpat,514683,519,847,http://imphalwest.nic.in/
MN,SE,Senapati,Senapati,354772,3269,116,http://Senapati.nic.in/
MN,UK,Ukhrul,Ukhrul,183115,4547,31,http://ukhrul.nic.in/
MN,CD,Chandel,Chandel,144028,3317,37,http://chandel.nic.in/
MN,CC,Churachandpur,Churachandpur,271274,4574,50,http://churachandpur.nic.in/[permanent dead link]
MN,TA,Tamenglong,Tamenglong,140143,4391,25,http://tamenglong.nic.in/
MN,JB,Jiribam,Jiribam,,,,
MN,KPI,Kangpokpi (Sadar Hills),Kangpokpi,,,,
MN,KAK,Kakching,Kakching,,,,http://www.kakching.nic.in/
MN,TGP,Tengnoupal,Tengnoupal,,,,
MN,KJ,Kamjong,Kamjong,,,,
MN,NN,Noney,Noney(Longmai),,,,
MN,PZ,Pherzawl,Pherzawl,,,,
ML,EG,East Garo Hills,Williamnagar,317618,2603,121,https://web.archive.org/web/20080615020254/http://eastgarohills.nic.in/
ML,EK,East Khasi Hills,Shillong,824059,2752,292,http://eastkhasihills.gov.in/
ML,EJH,East Jaintia Hills,Khliehriat,122436,2115,,http://eastjaintiahills.gov.in/
ML,NGH,North Garo Hills,Resubelpara,118325,1113,,http://northgarohills.gov.in/
ML,RB,Ri Bhoi,Nongpoh,258380,2378,109,http://ribhoi.gov.in/
ML,SG,South Garo Hills,Baghmara,142574,1850,77,http://southgarohills.gov.in/
ML,SWG,South West Garo Hills,Ampati,,,,http://southwestgarohills.gov.in/
ML,SWK,South West Khasi Hills,Mawkyrwat,110152,1341,,http://southwestkhasihills.gov.in/
ML,WJ,West Jaintia Hills,Jowai,270352,1693,,http://westjaintiahills.gov.in/
ML,WG,West Garo Hills,Tura,642923,3714,173,http://westgarohills.gov.in/
ML,WK,West Khasi Hills,Nongstoin,385601,5247,73,http://westkhasihills.gov.in/
MZ,AI,Aizawl,Aizawl,404054,3577,113,http://aizawl.nic.in/
MZ,CH,Champhai,Champhai,125370,3168,39,http://champhai.nic.in/
MZ,KO,Kolasib,Kolasib,83054,1386,60,http://kolasib.nic.in/[permanent dead link]
MZ,LA,Lawngtlai,Lawngtlai,117444,2519,46,http://lawngtlai.nic.in/[permanent dead link]
MZ,LU,Lunglei,Lunglei,154094,4572,34,http://lunglei.nic.in/
MZ,MA,Mamit,Mamit,85757,2967,28,http://mamit.nic.in/
MZ,SA,Saiha,Saiha,56366,1414,40,http://saiha.nic.in/
MZ,SE,Serchhip,Serchhip,64875,1424,46,https://web.archive.org/web/20090416165056/http://serchhip.nic.in/
NL,DI,Dimapur,Dimapur,379769,926,410,http://dimapur.nic.in/
NL,KI,Kiphire,Kiphire,74033,1255,66,http://kiphire.nic.in/
NL,KO,Kohima,Kohima,270063,1041,213,http://kohima.nic.in/
NL,LO,Longleng,Longleng,50593,885,89,http://kohima.nic.in/
NL,MK,Mokokchung,Mokokchung,193171,1615,120,http://mokokchung.nic.in/
NL,MN,Mon,Mon,259604,1786,145,http://mon.nic.in/
NL,PE,Peren,Peren,163294,2300,55,http://peren-district.nic.in/
NL,PH,Phek,Phek,163294,2026,81,http://phek.nic.in/
NL,TU,Tuensang,Tuensang,414801,4228,98,http://tuensang.nic.in/
NL,WO,Wokha,Wokha,166239,1628,120,http://wokha.nic.in/
NL,ZU,Zunheboto,Zunheboto,141014,1255,112,http://zunheboto.nic.in/
OD,AN,Angul,Angul,1271703,6347,199,http://angul.nic.in/
OD,BD,Boudh (Bauda),Boudh,439917,4289,142,http://boudh.nic.in/
OD,BH,Bhadrak,Bhadrak,1506522,2788,601,http://bhadrak.nic.in
OD,BL,Balangir,Balangir,1648574,6552,251,http://balangir.nic.in
OD,BR,Bargarh (Baragarh),Bargarh,1478833,5832,253,http://bargarh.nic.in
OD,BW,Balasore,Balasore,2317419,3706,609,http://baleswar.nic.in/
OD,CU,Cuttack,Cuttack,2618708,3915,666,http://cuttack.nic.in
OD,DE,Debagarh (Deogarh),Debagarh,312164,2781,106,http://deogarh.nic.in
OD,DH,Dhenkanal,Dhenkanal,1192948,4597,268,http://dhenkanal.nic.in/
OD,GN,Ganjam,Chhatrapur,3520151,8033,429,http://ganjam.nic.in/
OD,GP,Gajapati,Paralakhemundi,575880,3056,133,http://gajapati.nic.in
OD,JH,Jharsuguda,Jharsuguda,579499,2202,274,http://jharsuguda.nic.in
OD,JP,Jajpur,Panikoili,1826275,2885,630,http://jajpur.nic.in
OD,JS,Jagatsinghpur,Jagatsinghpur,1136604,1759,681,http://www.jagatsinghpur.nic.in/
OD,KH,Khordha,Khordha,2246341,2888,799,http://khordha.nic.in
OD,KJ,Kendujhar (Keonjhar),Kendujhar,1802777,8336,217,http://kendujhar.nic.in
OD,KL,Kalahandi,Bhawanipatna,1573054,8197,199,http://kalahandi.nic.in/
OD,KN,Kandhamal,Phulbani,731952,6004,91,http://kandhamal.nic.in/
OD,KO,Koraput,Koraput,1376934,8534,156,http://koraput.nic.in
OD,KP,Kendrapara,Kendrapara,1439891,2546,545,http://kendrapara.nic.in
OD,ML,Malkangiri,Malkangiri,612727,6115,106,http://malkangiri.nic.in
OD,MY,Mayurbhanj,Baripada,2513895,10418,241,http://mayurbhanj.nic.in/
OD,NB,Nabarangpur,Nabarangpur,1218762,5135,230,http://nabarangpur.nic.in
OD,NU,Nuapada,Nuapada,606490,3408,157,http://www.nuapada.nic.in/
OD,NY,Nayagarh,Nayagarh,962215,3954,247,http://www.nayagarh.nic.in
OD,PU,Puri,Puri,1697983,3055,488,http://puri.nic.in/
OD,RA,Rayagada,Rayagada,961959,7585,136,http://rayagada.nic.in/
OD,SA,Sambalpur,Sambalpur,1044410,6702,158,http://sambalpur.nic.in/
OD,SO,Subarnapur (Sonepur),Subarnapur,652107,2284,279,http://subarnapur.nic.in
OD,SU,Sundargarh,Sundargarh,2080664,9942,214,http://sundergarh.nic.in/
PY,KA,Karaikal,Karaikal,200314,160,1252,http://Karaikal.gov.in/
PY,MA,Mahe,Mahé,41934,9,4659,http://mahe.gov.in/
PY,PO,Pondicherry,Pondicherry,946600,293,3231,http://puducherry.nic.in/[permanent dead link]
PY,YA,Yanam,Yanam,55616,17,3272,https://web.archive.org/web/20050130000201/http://yanam.nic.in/
PB,AM,Amritsar,Amritsar,2490891,2673,932,http://amritsar.nic.in/
PB,BNL,Barnala,Barnala,596294,1423,419,
PB,BA,Bathinda,Bathinda,1388859,3355,414,http://bathinda.nic.in/
PB,FI,Firozpur,Firozpur,2026831,5334,380,http://ferozepur.nic.in/
PB,FR,Faridkot,Faridkot,618008,1472,424,http://faridkot.nic.in/
PB,FT,Fatehgarh Sahib,Fatehgarh Sahib,599814,1180,508,http://fatehgarhsahib.nic.in/
PB,FA,Fazilka,Fazilka,,,,http://fazilka.nic.in/[permanent dead link]
PB,GU,Gurdaspur,Gurdaspur,2299026,3542,649,http://gurdaspur.nic.in/
PB,HO,Hoshiarpur,Hoshiarpur,1582793,3397,466,http://hoshiarpur.nic.in/
PB,JA,Jalandhar,Jalandhar,2181753,2625,831,http://jalandhar.nic.in/
PB,KA,Kapurthala,Kapurthala,817668,1646,501,https://web.archive.org/web/20090402052733/http://kapurthala.nic.in/
PB,LU,Ludhiana,Ludhiana,3487882,3744,975,http://ludhiana.nic.in/
PB,MA,Mansa,Mansa,768808,2174,350,http://mansa.nic.in/
PB,MO,Moga,Moga,992289,2235,444,http://moga.nic.in/
PB,MU,Sri Muktsar Sahib,Sri Muktsar Sahib,902702,2596,348,http://muktsar.nic.in/
PB,PA,Pathankot,Pathankot,1998464,,398,http://Pathankot.nic.in/[permanent dead link]
PB,PA,Patiala,Patiala,2892282,3175,596,http://patiala.nic.in/
PB,RU,Rupnagar,Rupnagar,683349,1400,488,http://rupnagar.nic.in/
PB,SAS,Sahibzada Ajit Singh Nagar,Mohali,986147,1188,830,http://www.sasnagar.gov.in/
PB,SA,Sangrur,Sangrur,1654408,3685,449,http://sangrur.nic.in/
PB,PB,Shahid Bhagat Singh Nagar,Nawanshahr,614362,1283,479,http://nawanshahr.nic.in/
PB,TT,Tarn Taran,Tarn Taran Sahib,1120070,2414,464,
RJ,AJ,Ajmer,Ajmer,2584913,8481,305,https://web.archive.org/web/20120321063515/http://ajmer.nic.in/
RJ,AL,Alwar,Alwar,3671999,8380,438,https://web.archive.org/web/20120803030422/http://alwar.nic.in/
RJ,BI,Bikaner,Bikaner,2367745,27244,78,https://web.archive.org/web/20090508152731/http://bikaner.nic.in/
RJ,BM,Barmer,Barmer,2604453,28387,92,https://web.archive.org/web/20141218154347/http://barmer.nic.in/
RJ,BN,Banswara,Banswara,1798194,5037,399,https://web.archive.org/web/20090416185040/http://banswara.nic.in/
RJ,BP,Bharatpur,Bharatpur,2549121,5066,503,https://web.archive.org/web/20130512184953/http://bharatpur.nic.in/
RJ,BR,Baran,Baran,1223921,6955,175,https://web.archive.org/web/20090425203918/http://baran.nic.in/
RJ,BU,Bundi,Bundi,1113725,5550,193,https://web.archive.org/web/20090501203724/http://bundi.nic.in/
RJ,BW,Bhilwara,Bhilwara,2410459,10455,230,https://web.archive.org/web/20090508053201/http://bhilwara.nic.in/
RJ,CR,Churu,Churu,2041172,16830,148,https://web.archive.org/web/20120206042050/http://churu.nic.in/
RJ,CT,Chittorgarh,Chittorgarh,1544392,10856,193,https://web.archive.org/web/20090409231429/http://chittorgarh.nic.in/
RJ,DA,Dausa,Dausa,1637226,3429,476,https://web.archive.org/web/20110415191601/http://dausa.nic.in/
RJ,DH,Dholpur,Dholpur,1207293,3084,398,https://web.archive.org/web/20050829124718/http://dholpur.nic.in/
RJ,DU,Dungarpur,Dungarpur,1388906,3771,368,http://dungapur.nic.in/[permanent dead link]
RJ,GA,Ganganagar,Ganganagar,1969520,10990,179,https://web.archive.org/web/20120119115934/http://ganganagar.nic.in/
RJ,HA,Hanumangarh,Hanumangarh,1779650,9670,184,https://web.archive.org/web/20090429195052/http://hanumangarh.nic.in/
RJ,JJ,Jhunjhunu,Jhunjhunu,2139658,5928,361,https://web.archive.org/web/20120223160948/http://jhunjhunu.nic.in/
RJ,JL,Jalore,Jalore,1830151,10640,172,https://web.archive.org/web/20111007100206/http://jalore.nic.in/
RJ,JO,Jodhpur,Jodhpur,3685681,22850,161,https://web.archive.org/web/20130523045929/http://jodhpur.nic.in/
RJ,JP,Jaipur,Jaipur,6663971,11152,598,https://web.archive.org/web/20110717032559/http://jaipur.nic.in/
RJ,JS,Jaisalmer,Jaisalmer,672008,38401,17,https://web.archive.org/web/20090409231232/http://jaisalmer.nic.in/
RJ,JW,Jhalawar,Jhalawar,1411327,6219,227,https://web.archive.org/web/20090410052547/http://www.jhalawar.nic.in/
RJ,KA,Karauli,Karauli,1458459,5530,264,https://web.archive.org/web/20090410052542/http://www.karauli.nic.in/
RJ,KO,Kota,Kota,1950491,5446,374,http://kota.rajasthan.gov.in/
RJ,NA,Nagaur,Nagaur,3309234,17718,187,https://web.archive.org/web/20071203231308/http://www.nagaur.nic.in/
RJ,PA,Pali,Pali,2038533,12387,165,https://web.archive.org/web/20130523080700/http://pali.nic.in/
RJ,PG,Pratapgarh,Pratapgarh,868231,4112,211,http://pratapgarh.nic.in/
RJ,RA,Rajsamand,Rajsamand,1158283,3853,302,https://web.archive.org/web/20090409231231/http://rajsamand.nic.in/
RJ,SK,Sikar,Sikar,2677737,7732,346,https://web.archive.org/web/20121005161012/http://sikar.nic.in/
RJ,SM,Sawai Madhopur,Sawai Madhopur,1338114,4500,257,https://web.archive.org/web/20130520123107/http://sawaimadhopur.nic.in/
RJ,SR,Sirohi,Sirohi,1037185,5136,202,http://sirohi.nic.in/[permanent dead link]
RJ,TO,Tonk,Tonk,1421711,7194,198,https://web.archive.org/web/20090410052537/http://www.tonk.nic.in/
RJ,UD,Udaipur,Udaipur,3067549,13430,242,https://web.archive.org/web/20090428161041/http://udaipur.nic.in/
SK,ES,East Sikkim,Gangtok,281293,954,295,https://web.archive.org/web/20130815205320/http://esikkim.gov.in/
SK,NS,North Sikkim,Mangan,43354,4226,10,https://web.archive.org/web/20130815205319/http://nsikkim.gov.in/
SK,SS,South Sikkim,Namchi,146742,750,196,https://web.archive.org/web/20130815205319/http://ssikkim.gov.in/
SK,WS,West Sikkim,Geyzing,136299,1166,117,https://web.archive.org/web/20130815205319/http://wsikkim.gov.in/
TN,AY,Ariyalur,Ariyalur,752481,3208,Map,387,https://web.archive.org/web/20090511085214/http://municipality.tn.gov.in/ariyalur/,
TN,CH,Chennai,Chennai (Madras),4681087,174,Map,26903,http://www.chennai.tn.nic.in/,
TN,CO,Coimbatore,Coimbatore,3472578,7469,Map,748,http://www.coimbatore.tn.nic.in/,
TN,CU,Cuddalore,Cuddalore,2600880,3999,Map,702,http://www.cuddalore.tn.nic.in/,
TN,DH,Dharmapuri,Dharmapuri,1502900,4532,Map,332,http://www.dharmapuri.tn.nic.in/,
TN,DI,Dindigul,Dindigul,2161367,6058,Map,357,http://www.dindigul.tn.nic.in/,
TN,ER,Erode,Erode,2259608,5714,Map,397,http://erode.nic.in/,
TN,KC,Kanchipuram,Kanchipuram,3990897,4433,Map,927,http://www.kanchi.tn.nic.in/,
TN,KK,Kanyakumari,Nagercoil,2863178,1685,Map,1106,http://www.kanyakumari.tn.nic.in/,
TN,KA,Karur,Karur,1076588,2901,Map,371,http://karur.nic.in/,
TN,KR,Krishnagiri,Krishnagiri,1883731,5086,Map,370,http://krishnagiri.nic.in/,
TN,MA,Madurai,Madurai,3991038,3676,Map,823,http://www.madurai.tn.nic.in/,
TN,NG,Nagapattinam,Nagapattinam,1614069,2716,Map,668,http://www.nagapattinam.tn.nic.in/,
TN,NI,Nilgiris,Udagamandalam (Ootacamund/Ooty),735071,2549,,288,http://nilgiris.nic.in/,
TN,NM,Namakkal,Namakkal,1721179,3429,Map,506,http://namakkal.nic.in/,
TN,PE,Perambalur,Perambalur,564511,1752,Map,323,http://www.perambalur.tn.nic.in/,
TN,PU,Pudukkottai,Pudukkottai,1918725,4651,Map,348,http://pudukkottai.nic.in/,
TN,RA,Ramanathapuram,Ramanathapuram,1337560,4123,Map,320,http://ramanathapuram.nic.in/,
TN,SA,Salem,Salem,3480008,5245,Map,663,http://salem.nic.in/,
TN,SI,Sivaganga,Sivaganga,1341250,4086,Map,324,http://sivaganga.nic.in/,
TN,TP,Tirupur,Tirupur,2471222,5106,,476,http://tiruppurcorp.tn.gov.in/[permanent dead link],
TN,TC,Tiruchirappalli,Tiruchirappalli,2713858,4407,Map,602,http://tiruchirappalli.nic.in/,
TN,TH,Theni,Theni,1243684,3066,Map,433,http://www.theni.tn.nic.in/,
TN,TI,Tirunelveli,Tirunelveli,3072880,6703,Map,458,http://www.nellai.tn.nic.in/,
TN,TJ,Thanjavur,Thanjavur,2402781,3397,Map,691,http://thanjavur.nic.in/,
TN,TK,Thoothukudi,Thoothukudi (Tuticorin),1738376,4594,Map,378,http://thoothukudi.nic.in/,
TN,TL,Tiruvallur,Tiruvallur,3725697,3424,Map,1049,http://www.tiruvallur.tn.nic.in/,
TN,TR,Tiruvarur,Tiruvarur,1268094,2377,Map,533,http://www.tiruvarur.tn.nic.in/,
TN,TV,Tiruvannamalai,Tiruvannaamalai,2468965,6191,Map,399,http://www.tiruvannamalai.tn.nic.in/,
TN,VE,Vellore,Vellore,3928106,6077,Map,646,http://vellore.nic.in/,
TN,VL,Viluppuram,Viluppuram,3463284,7190,Map,462,http://www.viluppuram.tn.nic.in/,
TN,VR,Virudhunagar,Virudhunagar,1943309,3446,Map,454,http://www.virudhunagar.tn.nic.in/,
TS,AD,Adilabad,Adilabad,708952,418597,171,http://adilabad.nic.in/
TS,KB,Komaram Bheem Asifabad,Asifabad,515835,430016,106,http://asifabad.telangana.gov.in/
TS,BK,Bhadradri Kothagudem,Kothagudem,1304811,895100,143,http://kothagudem.telangana.gov.in/
TS,HY,Hyderabad,Hyderabad,3441992,432529,18172,https://web.archive.org/web/20150512061918/http://hyderabad.nic.in/
TS,JT,Jagtial,Jagtial,983414,304323,407,http://jagtial.telangana.gov.in/
TS,JG,Jangaon,Jangaon,582457,218750,259,http://jangaon.telangana.gov.in/
TS,YS,Jayashankar Bhupalpally,Bhupalpalle,712257,636170,115,http://bhoopalapally.telangana.gov.in/
TS,JLG,Jogulamba Gadwal,Gadwal,664971,292800,208,http://gadwal.telangana.gov.in/
TS,KR,Kamareddy,Kamareddy,972625,365100,266,http://kamareddy.telangana.gov.in/
TS,KA,Karimnagar,Karimnagar,1016063,237907,473,http://karimnagar.nic.in/
TS,KH,Khammam,Khammam,1401639,445300,321,https://web.archive.org/web/20120409145424/http://khammam.nic.in/
TS,MB,Mahabubabad,Mahabubabad,770170,287670,269,http://mahabubabad.telangana.gov.in/
TS,MA,Mahbubnagar,Mahbubnagar,1318110,403700,281,http://mahabubnagar.nic.in/
TS,MC,Mancherial,Mancherial,807037,405636,201,http://mancherial.telangana.gov.in/
TS,ME,Medak,Medak,767428,274089,275,https://web.archive.org/web/20151005194323/http://medak.nic.in/
TS,MG,Medchal,Malkajgiri,2542203,500598,2251,http://medchal.telangana.gov.in/
TS,NA,Nalgonda,Nalgonda,1631399,244979,227,http://nalgonda.nic.in/
TS,,Nagarkurnool,Nagarkurnool,893308,654500,124,http://nagarkurnool.telangana.gov.in/
TS,,Nirmal,Nirmal,709415,356251,185,http://nirmal.telangana.gov.in/
TS,NI,Nizamabad,Nizamabad,1534428,415300,366,https://web.archive.org/web/20150506044210/http://nizamabad.nic.in/
TS,PP,Peddapalli,Peddapalle,795332,461474,356,http://peddapalli.telangana.gov.in/
TS,RS,Rajanna Sircilla,Sircilla,546121,203089,273,http://sircilla.telangana.gov.in/
TS,RA,Ranga Reddy,Hyderabad,2551731,103800,486,https://web.archive.org/web/20120621064915/http://rangareddy.nic.in/
TS,SR,Sangareddy,Sangareddy,1527628,446487,347,http://sangareddy.telangana.gov.in/
TS,SP,Siddipet,Siddipet,993376,342519,279,http://siddipet.telangana.gov.in/
TS,SYP,Suryapet,Suryapet,1099560,337447,305,http://suryapet.telangana.gov.in/
TS,VB,Vikarabad,Vikarabad,881250,338500,274,http://vikarabad.telangana.gov.in/
TS,WP,Wanaparthy,Wanaparthy,751553,293800,268,http://wanaparthy.telangana.gov.in/
TS,WLU,Warangal (urban),Warangal,1135707,130450,826,http://warangalurban.telangana.gov.in/
TS,WLR,Warangal (rural),Warangal,716457,217550,330,http://hanamkonda.telangana.gov.in/
TS,YD,Yadadri Bhuvanagiri,Bhongiri,726465,309148,239,http://yadadri.telangana.gov.in/
TR,DH,Dhalai,Ambassa,377988,2400,157,http://dhalai.gov.in/
TR,GM,Gomati,"Udaipur, Tripura",436868,15228,287,http://gomati.nic.in/
TR,KH,Khowai,Khowai,327391,100567,326,http://khowai.nic.in/
TR,NT,North Tripura,Dharmanagar,415946,14445,288,http://northtripura.gov.in/
TR,SP,Sepahijala[13],Bishramganj,484233,104478,463,http://sepahijala.nic.in/
TR,ST,South Tripura,Belonia,433737,15342,283,http://southtripura.nic.in/
TR,UK,Unokoti,Kailashahar,277335,59193,469,http://unakoti.nic.in/
TR,WT,West Tripura,Agartala,917534,94255,973,http://westtripura.nic.in/
UP,AG,Agra,Agra,4380793,4027,1084,http://agra.nic.in/def.asp
UP,AL,Aligarh,Aligarh,3673849,3747,1007,http://aligarh.nic.in/
UP,AH,Allahabad,Allahabad,5959798,5481,1087,http://allahabad.nic.in/
UP,AN,Ambedkar Nagar,Akbarpur,2398709,2372,1021,http://ambedkarnagar.nic.in/
UP,CS,Amethi (Chhatrapati Shahuji Maharaj Nagar)[15],Gauriganj,,,,
UP,JP,Amroha (Jyotiba Phule Nagar),Amroha,1838771,2321,818,https://web.archive.org/web/20160312173025/http://jpnagar.nic.in/
UP,AU,Auraiya,Auraiya,1372287,2051,681,https://web.archive.org/web/20070906234458/http://auraya.nic.in/
UP,AZ,Azamgarh,Azamgarh,4616509,4053,1139,http://azamgarh.nic.in/
UP,BG,Bagpat,Baghpat,1302156,1345,986,http://bagpat.nic.in/
UP,BH,Bahraich,Bahraich,2384239,4926,415,http://behraich.nic.in/
UP,BL,Ballia,Ballia,3223642,2981,1081,http://ballia.nic.in/
UP,BP,Balrampur,Balrampur,2149066,3349,642,http://balrampur.nic.in/
UP,BN,Banda,Banda,1799541,4413,404,http://banda.nic.in/
UP,BB,Barabanki,Barabanki,3257983,3825,739,http://barabanki.nic.in/
UP,BR,Bareilly,Bareilly,4465344,4120,1084,http://bareilly.nic.in/
UP,BS,Basti,Basti,2461056,2687,916,http://basti.nic.in/
UP,BI,Bijnor,Bijnor,3683896,4561,808,http://bijnor.nic.in
UP,BD,Budaun,Budaun,3712738,5168,718,http://badaun.nic.in/
UP,BU,Bulandshahr,Bulandshahr,3498507,3719,788,http://bulandshahar.nic.in/
UP,CD,Chandauli,Chandauli,1952713,2554,768,http://chandauli.nic.in/
UP,CT,Chitrakoot,Karwi,990626,3202,315,http://chitrakoot.nic.in/
UP,DE,Deoria,Deoria,3098637,2535,1220,http://deoria.nic.in/
UP,ET,Etah,Etah,1761152,2456,717,http://etah.nic.in/
UP,EW,Etawah,Etawah,1579160,2287,683,http://etawah.nic.in/
UP,FZ,Faizabad,Faizabad,2468371,2765,1054,http://faizabad.nic.in/
UP,FR,Farrukhabad,Fatehgarh,1887577,2279,865,http://farrukhabad.nic.in/
UP,FT,Fatehpur,Fatehpur,2632684,4152,634,http://fatehpur.nic.in/
UP,FI,Firozabad,Firozabad,2496761,2361,1044,http://firozabad.nic.in/
UP,GB,Gautam Buddh Nagar,Noida,1674714,1269,1252,http://gbnagar.nic.in/
UP,GZ,Ghaziabad,Ghaziabad,4661452,1175,3967,http://ghaziabad.nic.in/
UP,GP,Ghazipur,Ghazipur,3622727,3377,1072,http://ghazipur.nic.in/
UP,GN,Gonda,Gonda,3431386,4425,857,http://gonda.nic.in/
UP,GR,Gorakhpur,Gorakhpur,4436275,3325,1336,http://gorakhpur.nic.in/
UP,HM,Hamirpur,Hamirpur,1104021,4325,268,http://hamirpur.nic.in/
UP,PN,Hapur (Panchsheel Nagar),Hapur,1451983,,,
UP,HR,Hardoi,Hardoi,4091380,5986,683,http://hardoi.nic.in/
UP,HT,Hathras (Mahamaya Nagar),Hathras,1565678,1752,851,http://hathras.nic.in/
UP,JL,Jalaun,Orai,1670718,4565,366,http://jalaun.nic.in/
UP,JU,Jaunpur,Jaunpur,4476072,4038,1108,http://jaunpur.nic.in/
UP,JH,Jhansi,Jhansi,2000755,5024,398,http://jhansi.nic.in/
UP,KJ,Kannauj,Kannauj,1658005,1993,792,http://kannauj.nic.in/
UP,KD,Kanpur Dehat (Ramabai Nagar),Akbarpur (Mati),1795092,3021,594,http://kanpurdehat.nic.in//
